-0.01256603,-15.27589
-0.01536344,-8.386772
-0.01542152,-18.41716
-0.00918541,-6.220381
-0.01719531,1.567792
-0.01556671,-13.55361
-0.01288061,3.485048
-0.008766766,-10.50983
-0.00866997,-12.28627
-0.01832057,-15.72
-0.009270107,-9.881581
-0.009395943,-8.018485
-0.01193685,-3.620713
-0.01573611,-7.48772
-0.004643239,-7.336072
-0.01006384,-1.129364
-0.01321456,-7.563543
-0.01615475,-2.570014
-0.009710531,-8.094309
-0.01306937,-0.6744218
-0.01531988,-9.838253
-0.003433283,-0.7502455
-0.02128496,-0.7827413
-0.01548444,-4.790564
-0.01268702,-17.66975
-0.01050426,-6.43702
-0.01252489,4.113301
-0.0148601,-5.5488
-0.009354805,-10.10905
-0.01173358,2.011902
-0.01260958,-11.45221
-0.01631689,-12.80621
-0.007726205,-9.361648
-0.01023323,9.128495
-0.01661454,-9.21
-0.01740585,0.9720349
-0.02140596,-13.99772
-0.0202807,4.860706
-0.00975409,-3.523225
-0.006976032,-9.437471
-0.01221756,-7.119433
-0.01936597,-16.0233
-0.0136937,-2.927468
-0.003433283,-8.094309
-0.01627575,-0.9993804
-0.00948306,11.07825
-0.01471491,-3.003292
-0.01381954,9.052671
-0.008103711,-9.513294
-0.01677667,-14.68014
-0.01974348,-2.570014
-0.01711062,-11.3114
-0.006390414,6.65881
-0.009064415,-6.068734
-0.01506579,11.52236
-0.01794549,-7.336072
-0.01056476,9.875899
-0.008127909,-7.411896
-0.01648628,2.315197
-0.01698962,-13.30448
-0.006475111,-0.9777164
-0.02207627,-12.28627
-0.01050426,-3.599049
-0.01193685,-7.715191
-0.02391057,-2.927468
-0.01137543,-0.1544881
-0.02049365,0.1488066
-0.008936159,-9.957405
-0.007145426,-3.967335
-0.01510693,10.69913
-0.01294353,-10.56399
-0.01093985,-5.245505
-0.01277414,-4.866387
-0.01719531,13.76457
-0.01171422,1.264498
-0.01363079,-16.92235
-0.02274417,11.15407
-0.01137543,-7.260249
-0.004580321,-11.0081
-0.007793962,-0.07866442
-0.0122345,0.3004539
-0.01310567,3.88583
-0.01288061,-0.2303118
-0.01508999,5.088177
-0.01934903,14.73945
-0.01360659,-4.194806
-0.01573611,-2.180063
-0.01567803,-8.310948
-0.02274417,-10.18488
-0.01035423,-2.396702
-0.01156418,-2.104239
-0.01327506,-15.87165
-0.02159955,-18.34134
-0.006806639,1.567792
-0.0220182,-13.47779
-0.0120651,-9.589118
-0.01669439,-12.11296
-0.01442452,-8.917538
-0.01926434,0.3004539
-0.01740585,-6.512844
-0.0104607,2.986778
-0.01473427,-3.144107
-0.02103087,1.123682
-0.01469071,5.683934
-0.005724939,-3.144107
-0.01848997,6.886281
-0.021994,3.44172
-0.01431562,-10.18488
-0.01577967,0.07298291
-0.01398409,-2.526686
-0.01944583,-0.05700052
-0.01617895,-3.750696
-0.01796969,-6.220381
-0.00837474,-18.16802
-0.0106301,1.946911
-0.01851417,-4.617252
-0.01412929,4.860706
-0.01510693,5.911405
-0.01388004,-0.7502455
-0.01131493,-7.195257
-0.01135607,-2.245055
-0.01398409,4.43826
-0.01363079,3.961654
-0.008604632,-13.25032
-0.01327506,-3.869848
-0.01064946,-2.104239
-0.01354851,0.9936988
-0.009047476,-7.119433
-0.01354851,1.71944
-0.01947003,-2.104239
-0.00891922,7.633686
-0.01819474,-9.188336
